no,id,phone,addr,name,lat,lng
51,324000004920220014,,"서울특별시 강동구 길동 ***-* ",우댕샵,"212332.042279396    ","448226.66730937     "
52,323000004920220028,,"서울특별시 송파구 잠실동 **-* 리센츠 ",퍼피파우더룸,"207624.424720682    ","445533.439634339    "
53,502000004920220021,,경상북도 포항시 북구 양덕동 **** ***호,나라애견,"415791.486585282    ","289811.37456865     "
54,406000004920220025,,"경기도 파주시 신촌동 *-** ",플레이독 파주본점,"174305.109653083    ","470009.000786647    "
55,382000004920220015,,"경기도 의정부시 신곡동 ***-* 현대*차아파트 ",Otter(오터),"204820.667724446    ","469497.850280435    "
56,374000004920220058,,"경기도 수원시 팔달구 인계동 **** LD그린토피아 ",박준애견호텔강아지목욕대형견호텔애견유치원,"202746.954430608    ","417367.54001781     "
57,373000004920220009,,"울산광역시 울주군 온양읍 대안리 ***-* ",꿀물하우스,"407818.909502095    ","214384.799134129    "
58,362000004920220012,,"광주광역시 북구 운암동 ***-** 외 *필지 ",댕플래닛,"189184.997645872    ","186286.565897647    "
59,351050004920220018,,"인천광역시 미추홀구 학익동 ***-** ",멍블링,"169169.873759794    ","438068.204570087    "
60,409000004920220042,,"경기도 김포시 구래동 ****-** ",프리티멍,"167517.540684753    ","460973.630283191    "
61,371000004920220005,,"울산광역시 동구 화정동 ***-** ",그루아미,"419581.771690897    ","224758.331283424    "
62,365000004920220005,,"대전광역시 중구 중촌동 ***-** ",수밍펫,"236832.320117015    ","315482.343689622    "
63,346000004920220014,,"대구광역시 수성구 신매동 ***-* *층 ",도그미용실,"353957.920652833    ","260560.492174009    "
64,567000004920220048,,"경상남도 창원시 진해구 석동 ***-** ",한솔동물병원,"355229.167203914    ","185010.000665236    "
65,372000004920220008,,"울산광역시 북구 신천동 ***-* ",미소애견 미용실,"412644.250405457    ","239844.266351873    "
66,537000004920220013,,"경상남도 거제시 상동동 ***-** ",푸르뎅 뷰티살롱,"348949.850386626    ","154175.246945214    "
67,531000004920220020,,"경상남도 진주시 칠암동 ***-** *층 ",댕댕댕,"299213.932584294    ","188145.474697247    "
68,399000004920220047,,"경기도 남양주시 호평동 *** 호평 파라곤 ",털좀밀개,"221891.813903873    ","463114.088727561    "
69,396010004920220021,,경기도 고양시 일산동구 장항동 *** 엠시티타워&엠시티오피스텔 ****호,Mong's(몽'스),"179708.826286267    ","461404.803949418    "
70,334000004920220007,051-255-7188,"부산광역시 사하구 장림동 ***-** ",멍멍이샵,"380245.723634012    ","177636.437422972    "
71,314000004920220012,,"서울특별시 양천구 목동 ***-*** ",파마네 Dog Salon,"188751.630726978    ","446749.444832927    "
72,399000004920220046,,"경기도 남양주시 다산동 **** ",개거품그루밍,"213343.534445301    ","457795.9510165      "
73,351050004920220017,,"인천광역시 미추홀구 주안동 ***-** ",댕카 미용실,"171742.549161118    ","439993.722227206    "
74,339000004920220004,,"부산광역시 사상구 모라동 ***-* ",486DOG SCHOOL,"381501.986184778    ","189120.179527951    "
75,309000004920220006,,"서울특별시 도봉구 창동 ***-* ",만두네 애견미용실,"203028.09649249     ","460011.861060832    "
76,568000004920220018,,"충청남도 당진시 대덕동 **** 당진신문(주) ",코코 살롱,"167603.664702635    ","376209.184136758    "
77,391000004920220050,,"경기도 평택시 고덕동 ****-* ",강아지마을 살롱읍,"204135.079013895    ","394203.472013085    "
78,374000004920220057,031-242-2076,"경기도 수원시 팔달구 중동 *-* ",청려원 반려동물 센터,"201349.555455064    ","419240.491644183    "
79,351050004920220016,,"인천광역시 미추홀구 숭의동 *** 스타디움 센트럴시티 ",독특,"168471.544741092    ","440548.154118993    "
80,346000004920220013,,"대구광역시 수성구 범어동 ***-** ",그루밍 아뜰리에,"347397.644623892    ","264220.875935242    "
81,571000004920220046,043-212-7516,"충청북도 청주시 청원구 율량동 **** ",펫돌봄(돌봄컴퍼니),"244348.517273115    ","351680.368220556    "
82,568000004920220017,,"충청남도 당진시 읍내동 **** 럭스타운 ",개식구,"167557.288986936    ","376480.955451537    "
83,538000004920220017,055-912-0957,"경상남도 양산시 동면 석산리 ****-** ",미르동물병원,"384084.817773599    ","203597.178898453    "
84,502000004920220020,,"경상북도 포항시 남구 구룡포읍 구룡포리 ***-* *층 ",몽키매직,"430111.095097144    ","279572.370499021    "
85,484000004920220008,,"전라남도 광양시 중동 ****-* ",베베도그,"262877.032599554    ","161554.696369234    "
86,564000004920220007,,"경기도 용인시 수지구 상현동 **** ***,***호 ",신사독 애견미용 용인광교점,"206483.769695781    ","421765.128601503    "
87,346000004920220012,,"대구광역시 수성구 범어동 **** 범어에일린의뜰 상가동 지하*층 ***호 ",바르다펫(대구범어점),"346451.529812173    ","262564.185617867    "
88,313000004920220007,,"서울특별시 마포구 상암동 **** 상암근린상가 ",티나DOG,"189392.975995366    ","453114.7324935      "
89,310000004920220010,,"서울특별시 노원구 하계동 ***-* 웅천종합상가 ",아띠펫,"206202.853230578    ","458984.510992729    "
90,567000004920220046,,"경상남도 창원시 진해구 석동 ***-* 화남빌딩 ",조항일동물병원,"354681.450891888    ","185822.106765973    "
91,567000004920220047,,"경상남도 창원시 진해구 여좌동 ***-* OK동물병원 ",OK동물병원,"351907.94534821     ","184949.088692984    "
92,409000004920220041,070-8861-4286,"경기도 김포시 운양동 ****-* ",야옹아멍멍해봐 김포운양점,"170842.544510755    ","461411.512485328    "
93,307000004920220012,02-922-7555,"서울특별시 성북구 보문동*가 *** *층 ",포포동물병원,"201873.076353983    ","453075.559973991    "
94,651000004920220023,,"제주특별자치도 제주시 연동 ****-* ",디어펫,"152364.217489793    ",-2089.23138755624
95,537000004920220012,,"경상남도 거제시 상동동 *** 대동다숲아파트 ",꼬리별,"348947.27755946     ","153395.30331215     "
96,468000004920220007,,"전라북도 익산시 마동 *** 코아루디펠리체 상가 ",댕댕이 치장실,"196683.686412991    ","271748.232605505    "
97,346000004920220011,,"대구광역시 수성구 만촌동 ***-** *층 ",살롱드 베베,"348411.272674247    ","264179.011442653    "
98,315000004920220017,02-2661-2366,"서울특별시 강서구 공항동 **-** ",유 앤 독,"183340.097037704    ","451306.157580168    "
99,553000004920220062,,"경기도 화성시 산척동 *** 그린힐 반도유보라 아이비파크 ** ",알콩,"211493.851363899    ","407252.360870655    "
100,553000004920220063,070-7770-4544,"경기도 화성시 반월동 ** ",스마일댕,"205808.813641724    ","414663.102855753    "
101,481000004920220007,061-810-2080,"전라남도 여수시 웅천동 ****-* 여수베이원파크 ",토이켄넬(Toy kennel),"261661.757672519    ","138494.604698376    "
102,407000004920220007,,"경기도 이천시 중리동 ***-* ",푸들푸들,"239444.033034049    ","419655.727061505    "
103,382000004920220014,,"경기도 의정부시 가능동 ***-** ",샤멍샤멍,"202810.053507171    ","472560.149680348    "
104,372000004920220007,,"울산광역시 북구 천곡동 *** ",소금소금 펫살롱,"409789.749490032    ","241457.098435704    "
105,351050004920220015,,"인천광역시 미추홀구 주안동 ***-* 롯데하이텔 ",도담도담펫살롱,"171492.78718068     ","439802.067612707    "
106,318000004920220002,,"서울특별시 영등포구 신길동 **** 디에스타운 ",올댓퍼피(ALL THAT PUPPY),"193116.846009524    ","445411.545784365    "
107,559000004920220024,,"경기도 양주시 옥정동 ****-* ",퍼피루미 강아지분양 애견샵 양주옥정점,"208399.34990935     ","479858.273912135    "
108,418000004920220014,,"강원도 춘천시 석사동 ***-** ",개중목욕탕,"266261.559951467    ","485011.842064183    "
109,356000004920220040,,"인천광역시 서구 청라동 ***-* ",퍼쉬퍼피,"168225.29           ","447529.34           "
110,337000004920220013,,"부산광역시 연제구 연산동 ****-* 연산동한일유앤아이아파트 ",꼬멍쓰멍,"390132.457562061    ","189040.850766366    "
111,409000004920220040,,"경기도 김포시 사우동 ***-** ",이쁘댕,"174706.995276462    ","457451.557240159    "
112,409000004920220039,,"경기도 김포시 감정동 *** 김포 센트럴 헤센 *단지 ",멍스럽,"173766.934334749    ","457167.795175304    "
113,396010004920220020,,경기도 고양시 일산동구 장항동 ***-* 크리스탈빌딩 ***호,도그랑 n 메인독,"179528.825639379    ","461958.823317754    "
114,352000004920220023,,인천광역시 연수구 송도동 **-** 송도SK뷰센트럴 근린생활시설동 ***호,댕가댕가,"167996.676444233    ","431133.177996559    "
115,330000004920220015,,"부산광역시 동래구 사직동 ***-* ",개안네,"389114.636261655    ","191212.163598331    "
116,323000004920220027,,"서울특별시 송파구 석촌동 *** ",디자인바이펫,"208872.614639261    ","444481.778682946    "
117,318000004920220001,,"서울특별시 영등포구 영등포동 ***-*** ",유니독,"192008.828308656    ","445656.354187722    "
118,494000004920220002,,"전라남도 영암군 삼호읍 용앙리 **-* ",사계절 예쁘개,"151953.194317521    ","138706.517193371    "
119,419000004920220017,,"강원도 원주시 평원동 ***-** ",펫미용,"284362.491084208    ","428090.662466215    "
120,395000004920220019,,경기도 고양시 덕양구 신원동 ***-* ***호,쫑랑쫑랑,"190157.588731675    ","462146.973288771    "
121,383000004920220013,070-4468-2120,"경기도 안양시 동안구 관양동 ****-* 대한스마트타워 ",네오펫,"196877.232290638    ","432687.635829849    "
122,383000004920220012,070-4468-2120,"경기도 안양시 동안구 관양동 ****-* 대한스마트타워 ",네오펫,"196877.232290638    ","432687.635829849    "
123,366000004920220018,,"대전광역시 서구 둔산동 **** ",환해지개,"235694.843668666    ","316601.895411069    "
124,361000004920220012,,"광주광역시 남구 주월동 ***-*** *층 ",바비숑펫살롱,"190315.253289523    ","181669.391414342    "
125,448000004920220001,043-421-5070,"충청북도 단양군 가곡면 덕천리 ***-** ",아라애견,"321551.839794841    ","390220.506243344    "
126,363000004920220016,,"광주광역시 광산구 신창동 *** ",유 시저링,"185712.994581842    ","188026.104981613    "
127,347000004920220020,,"대구광역시 달서구 이곡동 ****-* ",댕댕이 이발소,"336299.57382888     ","262917.494834177    "
128,336000004920220013,,"부산광역시 강서구 명지동 ****-* ",왔숑,"374253.112341011    ","178757.423271039    "
129,334000004920220006,,"부산광역시 사하구 하단동 **-* ",꽁냥꽁냥,"379787.174290972    ","179961.1600354      "
130,567000004920220044,,"경상남도 창원시 마산합포구 교방동 ***-** ",탱스땡스,"342356.705901971    ","191666.890873813    "
131,567000004920220045,,"경상남도 창원시 마산회원구 양덕동 **-** ",욜로멍,"344042.68257103     ","193385.514224213    "
132,484000004920220007,,"전라남도 광양시 마동 ****-* ",뽀독뽀독,"263435.597870807    ","161800.675061781    "
133,484000004920220006,,"전라남도 광양시 마동 ****-* ",뽀독뽀독,"263435.597870807    ","161800.675061781    "
134,469000004920220002,,"전라북도 정읍시 수성동 ***-* ",어니얼리,"186492.506208819    ","231009.911954032    "
135,418000004920220013,,"강원도 춘천시 퇴계동 ***-** ",댕바이미,"264068.685660822    ","484318.869231943    "
136,563000004920220025,,"경기도 용인시 기흥구 보라동 ***-* 번영골재 ",견사무소 애견미용실,"209083.339869699    ","417591.195236133    "
137,367000004920220011,,"대전광역시 유성구 봉명동 ***-* ",몽그라미,"230270.905591916    ","316871.264334205    "
138,338000004920220006,0507-1359-2745,"부산광역시 수영구 광안동 **-** ",오킨더,"392930.145889542    ","187172.629480906    "
139,407000004920220006,,"경기도 이천시 대월면 사동리 ***-*** ",사랑이네,"243854.570450282    ","415844.467881962    "
140,396010004920220019,,"경기도 고양시 일산동구 마두동 ***-* *층 ",이쁘냥,"181158.866083487    ","462247.017309889    "
141,391000004920220049,,"경기도 평택시 신장동 ** ",장보는 강아지와 고양이,"204651.486482607    ","398652.75660834     "
142,391000004920220048,,"경기도 평택시 안중읍 안중리 ***-** *층 ",댕린이집,"193544.520457212    ","387263.184455289    "
143,352000004920220022,,인천광역시 연수구 청학동 ***-* *층 ***호,멍머니살롱,"171206.65611306     ","435077.85530396     "
144,570000004920220006,,"경기도 여주시 세종대왕면 광대리 ** (제*동) ",솔리뉴(Solynue)&휴즈마인(Huge Mine),"251323.040261515    ","418058.638836663    "
145,559000004920220023,,"경기도 양주시 백석읍 가업리 ***-* ",아띠댕댕,"197389.063134349    ","476151.437978504    "
146,454000004920220001,,"충청남도 논산시 강경읍 대흥리 **-*** ",헤이라딘,"201197.613287159    ","295185.368311642    "
147,425000004920220002,,"강원도 홍천군 홍천읍 희망리 **-* ","오늘도, 귀엽개","278097.500550083    ","466073.400218148    "
148,410010004920220007,031-976-8939,"경기도 고양시 일산서구 일산동 ***-* *,*층 ",중산동물메디컬센터,"180284.985178722    ","464853.379037857    "
149,320000004920220006,,"서울특별시 관악구 신림동 ****-** ",따뜻하개,"193648.961110319    ","441848.94901654     "
150,313000004920220006,,"서울특별시 마포구 연남동 ***-** ",오마이독,"193009.884745305    ","451471.875658698    "
151,571000004920220045,,"충청북도 청주시 상당구 운동동 **-** ",멍세권,"247238.20080999     ","345236.583599583    "
152,567000004920220043,,"경상남도 창원시 의창구 북면 감계리 **** ",해피애견호텔,"344505.46296964     ","201441.887817682    "
153,531000004920220019,,"경상남도 진주시 강남동 ***-* *층 ",이안동물의료센터,"299279.57478653     ","187198.629187478    "
154,374000004920220056,0312125079,"경기도 수원시 영통구 매탄동 ****-* ",애견마을,"203682.420152919    ","417415.55504933     "
155,482000004920220007,,"전라남도 순천시 조례동 ****-* ",개좋다냥,"248837.357815719    ","162109.608362192    "
156,363000004920220015,,"광주광역시 광산구 운남동 *** ",아가단 펫 살롱,"184039.941783473    ","186191.154128471    "
157,342000004920220008,,"대구광역시 동구 지묘동 ****-* 파크뷰 ",ARBOL 385,"346926.442691465    ","272549.359349352    "
158,484000004920220005,,"전라남도 광양시 중동 **** 무등파크맨션 ",퍼피&피쉬,"262939.309310444    ","160937.851859151    "
159,484000004920220004,,"전라남도 광양시 광양읍 구산리 ***-* ",스프링댕댕,"252617.537169895    ","164555.70054668     "
160,406000004920220024,,"경기도 파주시 목동동 ***-* ",벤디그루밍,"177617.14487527     ","469930.682413733    "
161,359000004920220001,,"광주광역시 동구 계림동 **** 그랜드센트럴 ",메리펫샵,"192224.040969344    ","184210.312044275    "
162,332000004920220011,,"부산광역시 북구 구포동 ***-* ",댕묭실,"381622.204760186    ","191007.866608691    "
163,401000004920220030,,"경기도 시흥시 거모동 ****-** ",프로펫 애견 미용실,"180816.563281       ","426421.296415011    "
164,341000004920220006,,"대구광역시 중구 동인동*가 ***-* ",furson,"345499.05517975     ","264360.819887164    "
165,311000004920220016,,서울특별시 은평구 진관동 ** 은평뉴타운우물골 ***동 B***호,살랑 그루밍,"193541.748601903    ","459318.404757978    "
166,571000004920220044,,"충청북도 청주시 상당구 용암동 ***-** ",고양이 발바닥,"245158.141455179    ","346225.383052933    "
167,554000004920220025,,"경기도 광주시 곤지암읍 삼리 *-* ",곤지암,"229322.073530039    ","427981.29260808     "
168,439000004920220008,,"충청북도 충주시 교현동 **** ",덕구살롱,"282555.009984234    ","387338.707187411    "
169,401000004920220029,,"경기도 시흥시 신천동 ***-** ",mignon,"180782.644714965    ","437471.160988869    "
170,348000004920220006,,대구광역시 달성군 다사읍 죽곡리 *** 죽곡 한신 휴플러스 상가동 ***호,해피하개 애견샵,"332178.591164337    ","262352.569581833    "
171,538000004920220016,,"경상남도 양산시 동면 석산리 ****-** ",꽃단장 하개,"384354.392177915    ","203901.901034002    "
172,537000004920220011,,"경상남도 거제시 아주동 **** ",지니펫,"354341.269852576    ","153064.223117803    "
173,320000004920220005,,"서울특별시 관악구 봉천동 ***-** ",가치있개,"193924.07337654     ","442902.327447525    "
174,363000004920220014,,"광주광역시 광산구 월계동 ***-* ",오후독,"184758.797706294    ","190219.248183645    "
175,356000004920220039,,"인천광역시 서구 왕길동 ***-* ",디그루밍,"169281.039251868    ","455565.831128493    "
176,349000004920220016,,"인천광역시 중구 답동 **-* ",콩순이네 애견샵,"167209.926833411    ","440790.540862506    "
177,306000004920220017,,"서울특별시 중랑구 면목동 ***-** 오라음악학원 ",트리트멍트,"207203.263446746    ","454246.053865585    "
178,533000004920220006,,경상남도 통영시 광도면 죽림리 ****-* 죽림신우희가로 ***동 ***호,파트라슈,"329638.197677551    ","155331.45400019     "
179,464000004920220025,,"전라북도 전주시 완산구 효자동*가 **-* 새마을금고 ",콩피에르(confier),"209598.666133239    ","256701.805040302    "
180,464000004920220026,,"전라북도 전주시 완산구 효자동*가 ****-* ",멍하개,"209866.315393919    ","257507.114999291    "
181,410010004920220006,031-817-6709,"경기도 고양시 일산서구 탄현동 ****-* *층 ",레오마켓,"179941.70560424     ","465665.182859995    "
182,391000004920220047,,"경기도 평택시 비전동 ***-* ",이리온 PET,"208988.748055642    ","389353.188269815    "
183,363000004920220013,,"광주광역시 광산구 수완동 **** ",슈퍼퍼피,"184401.167811916    ","187513.078762129    "
184,314000004920220011,0226074409,"서울특별시 양천구 신월동 ***-* ",리브독(LeavDog),"185170.791174761    ","447484.801871723    "
185,567000004920220042,,경상남도 창원시 의창구 북면 감계리 ***-* 창원 감계 푸르지오 제상가 *동 ***호,샤이멍,"344132.313609273    ","201299.004552357    "
186,531000004920220018,,"경상남도 진주시 가좌동 ****-* 더퍼스트웰가시티 ",선샤인퍼피,"301656.15257834     ","184217.227290241    "
187,481000004920220006,,"전라남도 여수시 여서동 ***-* ",스타펫,"264461.755579297    ","139503.664132224    "
188,563000004920220024,,"경기도 용인시 기흥구 보라동 *** 용인보라 효성해링턴플레이스 ",라라몽,"210122.123614057    ","416930.946477424    "
189,354000004920220033,,"인천광역시 부평구 부개동 ***-* *층 ",냥냥,"177088.067717447    ","443489.862751523    "
190,651000004920220022,,"제주특별자치도 제주시 아라일동 ****-** ",개미남,"156983.632279207    ",-1389.46620676663
191,559000004920220022,,"경기도 양주시 옥정동 ***-** ",해뜨는댕,"208211.569409       ","479559.894066587    "
192,482000004920220006,,"전라남도 순천시 왕지동 ***-* ",빵실빵실,"247986.01699664     ","163465.325840514    "
193,409000004920220038,,"경기도 김포시 장기동 ****-* 한강호반베르디움 ",조아펫,"169900.575678815    ","460481.247942229    "
194,347000004920220019,,"대구광역시 달서구 상인동 ****-* ",댕이쌀롱,"338839.513588037    ","257884.506293592    "
195,567000004920220041,,"경상남도 창원시 마산합포구 현동 *** ",개모임애견샵,"341946.287341611    ","184186.686529292    "
196,538000004920220015,,"경상남도 양산시 물금읍 가촌리 ****-* ",핸즈독스쿨,"381938.039659512    ","203868.413234614    "
197,474000004920220001,063-322-0015,"전라북도 무주군 무주읍 읍내리 ****-* ",애견미용실 일호,"259124.286022825    ","278573.518613576    "
198,565000004920220012,,"충청남도 천안시 동남구 청수동 *** ",잔다냥 천안점,"213782.672622119    ","365313.953847804    "
199,563000004920220023,,"경기도 용인시 기흥구 중동 *** 라비스타 ",dogsalon momoko 도그살롱 모모코,"212759.084099808    ","419340.193403816    "
200,395000004920220018,,"경기도 고양시 덕양구 용두동 ***-*** ",더도그홈,"190256.39312751     ","458402.384944305    "
201,324000004920220013,,"서울특별시 강동구 암사동 ***-* 한강현대아파트 ",운버트 강아지미용실,"211587.328272448    ","450334.387435489    "
202,314000004920220010,0220619912,"서울특별시 양천구 신정동 ****-** ",댕댕이살롱,"187359.751719092    ","446561.357763745    "
203,464000004920220024,,"전라북도 전주시 완산구 중화산동*가 *** 전주기전대학 ",댕댕이 미용살롱,"212172.911528126    ","257499.247389382    "
204,452000004920220006,,"충청남도 아산시 배방읍 북수리 **** ","오늘도, 아름답개","206499.208196552    ","363216.93699141     "
205,418000004920220012,,"강원도 춘천시 우두동 **** ",루비반지 PET SHOP 우두점,"264798.07590442     ","489729.908453491    "
206,364000004920220008,0426151234,"대전광역시 동구 용전동 **-* 대전복합터미널(서관) ",(주)이마트 대전터미널점 몰리스샵,"239122.638390937    ","316705.693668735    "
207,361000004920220011,,광주광역시 남구 주월동 **** 남구주월골드클래스어반시티 상가동 ***호,멜루,"190759.482640884    ","181218.666451692    "
208,356000004920220038,,"인천광역시 서구 석남동 ***-** ",무지개,"170805.713508978    ","445604.947416272    "
209,304000004920220007,,서울특별시 광진구 중곡동 **-* 플러스홈 ***호,느긋,"207362.533896257    ","451285.510189739    "
210,571000004920220043,,충청북도 청주시 서원구 모충동 ***-* ***호,러블리몽,"243007.358744227    ","347363.215524132    "
211,569000004920220012,044-864-5952,세종특별자치시 해밀동 산 *-* 스카이드림 ***호,해밀동물병원,"223660.220701043    ","336453.660886989    "
212,522000004920220002,,"경상북도 칠곡군 석적읍 남율리 **** ",몽트루디,"326261.29370829     ","286151.191921021    "
213,410010004920220005,,경기도 고양시 일산서구 대화동 **** 하나로프라자 ***호,스틸블루 애견샵,"178391.298708328    ","464539.414770375    "
214,391000004920220046,,"경기도 평택시 비전동 **** ",멍멍미용실,"209944.809832606    ","388621.580123975    "
215,383000004920220011,031-446-7500,"경기도 안양시 동안구 관양동 ****-* ",네오펫,"197431.474015949    ","434034.511631088    "
216,355000004920220007,,인천광역시 계양구 서운동 **-* *층 ***호,멍단장,"177240.323106984    ","447558.020088072    "
217,334000004920220005,,"부산광역시 사하구 다대동 ****-* ","마이댕댕(My.d,d)","379944.52480043     ","175157.866323699    "
218,333000004920220012,,"부산광역시 해운대구 중동 **** 해운대힐스테이트위브 ",멍욕탕,"398546.572306113    ","186991.922045624    "
219,332000004920220010,,"부산광역시 북구 화명동 ****-* 대원빌딩 ",헬로다키,"383284.869952181    ","194995.749714393    "
220,312000004920220002,02-303-3886,서울특별시 서대문구 남가좌동 **-** ***호,더 이쁘개,"193101.556556447    ","452469.381883728    "
